customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureSegment,MonthlyChargesSegment,ContractSegment,LTV,HighRiskHighValue
5906,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1486,1,0-12 mois,0-30$,Month-to-Month,19.65,False
879,1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,4400,1,0-12 mois,30-60$,Month-to-Month,523.8,False
2698,0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,4584,0,12-24 mois,30-60$,Month-to-Month,568.0,False
4977,0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,2787,0,24-48 mois,60-90$,One Year,3230.0,False
4012,0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,1732,1,0-12 mois,30-60$,Month-to-Month,197.5,False
4229,1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3194,1,24-48 mois,90+$,Month-to-Month,3884.0,True
2428,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,5045,0,24-48 mois,0-30$,One Year,703.8000000000001,False
4921,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,3512,1,0-12 mois,60-90$,Month-to-Month,400.0,False
1111,0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,6145,1,0-12 mois,60-90$,Month-to-Month,847.0,False
1401,1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,1413,1,0-12 mois,60-90$,Month-to-Month,179.1,False
248,1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1546,1,12-24 mois,90+$,Month-to-Month,2083.7999999999997,False
4313,1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,4276,0,24-48 mois,0-30$,One Year,521.3000000000001,False
3399,0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,6038,0,48-72 mois,90+$,Two Year,8092.8,False
1175,0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1367,0,24-48 mois,30-60$,Month-to-Month,1706.8000000000002,False
5076,1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,4995,0,0-12 mois,60-90$,Month-to-Month,622.5,False
2671,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,5993,0,12-24 mois,30-60$,One Year,779.8000000000001,False
432,0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,1783,1,12-24 mois,90+$,Month-to-Month,2071.15,False
6787,1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,6488,0,24-48 mois,0-30$,Two Year,923.55,False
4995,1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,1845,0,12-24 mois,60-90$,Month-to-Month,2142.0,False
3922,1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4092,1,48-72 mois,90+$,Month-to-Month,4853.45,True
6268,1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,105,0,12-24 mois,30-60$,One Year,1080.0,False
4360,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,810,1,0-12 mois,60-90$,Month-to-Month,139.5,False
2164,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,6342,1,0-12 mois,30-60$,Month-to-Month,98.1,False
5507,1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,559,0,12-24 mois,30-60$,Two Year,1248.5,False
445,1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,5589,1,0-12 mois,90+$,Month-to-Month,686.35,False
1432,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.1,1729,0,0-12 mois,0-30$,Month-to-Month,21.1,False
2936,0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,4620,0,48-72 mois,90+$,Month-to-Month,5702.35,False
2886,0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,24.5,895,0,48-72 mois,0-30$,One Year,1421.0,False
3039,0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,3853,1,24-48 mois,90+$,Month-to-Month,4694.5,True
6930,0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,3899,0,48-72 mois,60-90$,Two Year,4672.8,False
308,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,1625,0,0-12 mois,60-90$,Month-to-Month,208.64999999999998,False
185,1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,20.05,5009,0,24-48 mois,0-30$,Two Year,641.6,False
1187,1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,3886,0,24-48 mois,90+$,Month-to-Month,4547.099999999999,False
6951,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,1207,1,0-12 mois,60-90$,Month-to-Month,161.9,False
6464,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,27,0,48-72 mois,0-30$,One Year,1019.2,False
3089,0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,6424,1,12-24 mois,60-90$,Month-to-Month,965.9,False
6346,0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,90,1,0-12 mois,60-90$,Month-to-Month,986.7,False
5134,1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2401,0,24-48 mois,60-90$,Month-to-Month,2804.8,False
4993,1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1092,1,12-24 mois,90+$,Month-to-Month,1707.65,False
3159,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,245,0,12-24 mois,60-90$,Month-to-Month,1196.0,False
6366,0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,4691,0,48-72 mois,90+$,One Year,5479.95,False
4113,1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,1877,0,24-48 mois,60-90$,One Year,2185.1499999999996,False
6049,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,3849,0,48-72 mois,60-90$,Two Year,4546.5,False
6104,0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,5604,0,48-72 mois,90+$,Two Year,7131.95,False
922,1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2453,0,24-48 mois,60-90$,One Year,2808.5,False
5264,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,6020,0,0-12 mois,60-90$,Month-to-Month,80.55,False
3238,0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,4784,0,0-12 mois,60-90$,Month-to-Month,568.75,False
3202,1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,1791,1,24-48 mois,90+$,One Year,2260.0,False
6846,1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,4937,0,48-72 mois,60-90$,One Year,5999.849999999999,False
4908,1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,2239,0,0-12 mois,30-60$,Month-to-Month,278.5,False
6737,1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,2815,0,12-24 mois,0-30$,Month-to-Month,372.0,False
3298,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,3563,0,12-24 mois,0-30$,Month-to-Month,400.0,False
6233,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,1167,1,0-12 mois,30-60$,Month-to-Month,168.45,False
5476,1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,4665,0,48-72 mois,90+$,One Year,5680.8,False
6143,1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,6167,0,24-48 mois,0-30$,One Year,821.1,False
5222,0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,5862,0,0-12 mois,60-90$,Month-to-Month,717.75,False
2910,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,5068,0,48-72 mois,90+$,Two Year,6139.35,False
665,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1117,0,48-72 mois,0-30$,Two Year,1673.25,False
6602,0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1163,0,48-72 mois,0-30$,Two Year,1697.4,False
2360,1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,1683,0,24-48 mois,30-60$,Month-to-Month,2006.0,False
222,1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2072,0,48-72 mois,30-60$,Two Year,2376.0,False
6861,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,3306,1,0-12 mois,90+$,Month-to-Month,377.6,False
1470,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,5084,0,48-72 mois,60-90$,Two Year,6379.349999999999,False
5405,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2452,1,24-48 mois,60-90$,Month-to-Month,2921.15,False
2305,1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,2734,0,24-48 mois,90+$,Month-to-Month,3163.2,False
880,1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,1831,0,24-48 mois,30-60$,Two Year,2100.15,False
5986,0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,6353,0,24-48 mois,0-30$,One Year,921.5,False
4891,1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,3892,0,48-72 mois,60-90$,Two Year,4651.400000000001,False
4878,0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4222,0,24-48 mois,90+$,Month-to-Month,5052.0,False
1010,1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,3537,0,48-72 mois,30-60$,Two Year,4165.0,False
710,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,888,0,12-24 mois,60-90$,Month-to-Month,1411.0,False
2580,0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,3569,0,48-72 mois,60-90$,One Year,4125.0,False
2857,0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,6312,1,12-24 mois,30-60$,One Year,852.15,False
43,1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1070,0,24-48 mois,60-90$,One Year,1540.0,False
6208,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,4860,0,0-12 mois,30-60$,Month-to-Month,588.5999999999999,False
5759,1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,3645,1,24-48 mois,90+$,Month-to-Month,4120.35,True
631,1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,4521,1,0-12 mois,60-90$,Month-to-Month,522.5500000000001,False
6552,0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,961,0,12-24 mois,60-90$,One Year,1523.75,False
57,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,4421,0,24-48 mois,0-30$,Month-to-Month,523.8,False
2404,1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3305,0,24-48 mois,60-90$,Month-to-Month,4044.35,False
4136,1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,4328,0,24-48 mois,0-30$,Two Year,497.9,False
5859,0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,6425,1,12-24 mois,60-90$,Month-to-Month,905.8000000000001,False
3745,0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,260,1,0-12 mois,90+$,Month-to-Month,1144.55,False
2197,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,4048,0,0-12 mois,0-30$,Month-to-Month,38.5,False
1503,0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,1694,0,24-48 mois,60-90$,Month-to-Month,2130.7000000000003,False
1208,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,6151,0,48-72 mois,90+$,Two Year,8254.800000000001,False
4687,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,381,0,48-72 mois,0-30$,Two Year,1260.0,False
565,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,721,0,48-72 mois,0-30$,Two Year,1405.8,False
527,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,5633,0,0-12 mois,60-90$,Month-to-Month,716.6500000000001,False
2144,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1918,0,12-24 mois,0-30$,One Year,275.09999999999997,False
6716,0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,303,0,12-24 mois,60-90$,Two Year,1156.3500000000001,False
1122,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,6499,0,0-12 mois,0-30$,Month-to-Month,121.19999999999999,False
1687,1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5889,0,0-12 mois,60-90$,Month-to-Month,827.2,False
1676,1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,146,0,12-24 mois,30-60$,Month-to-Month,1022.4,False
573,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,3032,1,0-12 mois,30-60$,Month-to-Month,35.55,False
2455,0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,1960,0,24-48 mois,60-90$,Month-to-Month,2416.0,False
985,1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,143,0,24-48 mois,30-60$,One Year,1032.4,False
279,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,1196,0,0-12 mois,60-90$,Month-to-Month,180.75,False
5561,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,1566,1,0-12 mois,90+$,Month-to-Month,190.3,False
6238,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,304,1,12-24 mois,90+$,Month-to-Month,1256.45,False
6216,0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1162,0,24-48 mois,30-60$,Month-to-Month,1654.3500000000001,False
6339,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,1342,0,0-12 mois,0-30$,Month-to-Month,18.85,False
3012,1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,3190,0,0-12 mois,30-60$,Month-to-Month,383.95,False
6194,0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,2955,0,48-72 mois,60-90$,One Year,3343.6,False
5883,0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,266,0,24-48 mois,0-30$,Two Year,1109.25,False
4867,1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,4401,0,48-72 mois,60-90$,Two Year,5327.0,False
421,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,12,0,48-72 mois,0-30$,Two Year,991.0999999999999,False
3730,0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,4870,0,48-72 mois,90+$,One Year,6072.900000000001,False
3784,0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,4544,0,48-72 mois,90+$,Month-to-Month,5646.0,False
2862,0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,1874,1,0-12 mois,60-90$,Month-to-Month,241.20000000000002,False
4417,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,1961,0,12-24 mois,90+$,Month-to-Month,2187.2999999999997,False
4139,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,2696,1,0-12 mois,30-60$,Month-to-Month,31.35,False
6571,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4219,0,48-72 mois,60-90$,One Year,4847.45,False
84,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,101,1,0-12 mois,60-90$,Month-to-Month,1077.0,False
3344,0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,4805,0,48-72 mois,60-90$,Two Year,5871.7,False
4583,1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,4303,0,24-48 mois,0-30$,One Year,497.49999999999994,False
5058,0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,2444,0,0-12 mois,30-60$,Month-to-Month,269.0,False
2929,1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,537,0,24-48 mois,30-60$,One Year,1340.3,False
3939,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1486,0,0-12 mois,0-30$,One Year,19.65,False
883,1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,2609,0,48-72 mois,30-60$,One Year,3083.5,False
6434,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,6053,0,48-72 mois,90+$,Two Year,8208.0,False
4440,1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,4645,1,48-72 mois,90+$,One Year,5664.0,True
1123,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,2799,0,24-48 mois,90+$,Month-to-Month,3212.8,False
63,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,1490,1,0-12 mois,0-30$,Month-to-Month,19.85,False
4964,0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,5883,0,12-24 mois,30-60$,One Year,759.5,False
928,0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,60,0,12-24 mois,60-90$,Month-to-Month,1040.0,False
2800,0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,5309,1,0-12 mois,90+$,Month-to-Month,659.4000000000001,False
2037,0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3110,0,24-48 mois,60-90$,Two Year,3643.2000000000003,False
77,1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,992,1,12-24 mois,90+$,Month-to-Month,1520.25,False
3876,1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3377,0,24-48 mois,90+$,Month-to-Month,4054.9,False
3404,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1574,0,24-48 mois,30-60$,Two Year,1942.1999999999998,False
5946,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,431,1,12-24 mois,60-90$,Month-to-Month,1261.05,False
2205,1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,2776,0,48-72 mois,30-60$,Month-to-Month,3063.75,False
607,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4116,0,48-72 mois,90+$,One Year,4952.85,False
3251,1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,907,0,12-24 mois,60-90$,Month-to-Month,1582.2,False
4015,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,4911,1,0-12 mois,60-90$,Month-to-Month,60.15,False
5441,0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3012,0,48-72 mois,60-90$,One Year,3540.8999999999996,False
5739,0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,5735,0,48-72 mois,90+$,Two Year,7387.55,False
47,0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3059,0,24-48 mois,90+$,One Year,3473.75,False
2748,1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,2216,0,0-12 mois,60-90$,Month-to-Month,257.1,False
4822,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3325,0,24-48 mois,90+$,One Year,3984.2999999999997,False
5836,1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2136,0,24-48 mois,60-90$,Two Year,2420.25,False
1084,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,4863,1,0-12 mois,90+$,Month-to-Month,633.15,False
3711,0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3044,0,24-48 mois,60-90$,Two Year,3499.15,False
6322,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,5847,0,12-24 mois,30-60$,Month-to-Month,706.3000000000001,False
3107,0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,472,0,12-24 mois,30-60$,Month-to-Month,1200.0,False
307,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,4594,0,48-72 mois,60-90$,Two Year,5626.5,False
6306,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,2947,0,12-24 mois,0-30$,Month-to-Month,291.75,False
3928,0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,6188,0,24-48 mois,0-30$,Two Year,871.5,False
5056,0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,636,0,12-24 mois,60-90$,Month-to-Month,1341.3000000000002,False
3809,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3241,0,24-48 mois,90+$,One Year,3866.5,False
4815,0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,4990,0,0-12 mois,30-60$,Month-to-Month,592.8,False
2753,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4107,1,48-72 mois,90+$,One Year,4995.25,True
6405,0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,913,0,48-72 mois,0-30$,Two Year,1500.0,False
4816,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,3952,0,12-24 mois,0-30$,Month-to-Month,459.90000000000003,False
4501,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,5723,1,0-12 mois,60-90$,Month-to-Month,74.9,False
4299,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1541,0,0-12 mois,60-90$,Month-to-Month,210.45000000000002,False
5,0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,4712,0,0-12 mois,60-90$,Month-to-Month,624.6,False
3895,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,6016,1,0-12 mois,60-90$,Month-to-Month,80.25,False
5873,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,4398,0,48-72 mois,90+$,One Year,5216.400000000001,False
6913,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,283,1,12-24 mois,60-90$,Month-to-Month,1173.0,False
947,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,5728,1,0-12 mois,60-90$,Month-to-Month,729.8499999999999,False
2990,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,4364,0,0-12 mois,60-90$,Month-to-Month,486.84999999999997,False
4948,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,756,0,48-72 mois,0-30$,Two Year,1393.8,False
6944,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,960,1,12-24 mois,60-90$,Month-to-Month,1634.0,False
6964,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,2159,1,0-12 mois,60-90$,Month-to-Month,240.89999999999998,False
27,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,179,0,48-72 mois,0-30$,Two Year,1101.6,False
532,1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,828,0,48-72 mois,0-30$,One Year,1472.5,False
5651,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,1921,1,12-24 mois,90+$,Month-to-Month,2173.2,False
1574,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,3661,0,48-72 mois,60-90$,Month-to-Month,4367.900000000001,False
596,1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,214,0,12-24 mois,60-90$,Month-to-Month,1117.75,False
2120,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,1494,0,0-12 mois,0-30$,Month-to-Month,221.4,False
6408,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,3772,0,48-72 mois,60-90$,Two Year,4432.0,False
1105,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,793,1,0-12 mois,60-90$,Month-to-Month,151.8,False
2206,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3824,1,0-12 mois,30-60$,Month-to-Month,45.85,False
4652,0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,6060,1,12-24 mois,30-60$,Month-to-Month,799.2,False
5052,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1382,0,48-72 mois,0-30$,Two Year,1774.8,False
6003,1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2441,0,24-48 mois,90+$,One Year,2712.0,False
1378,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4087,0,48-72 mois,90+$,Month-to-Month,4941.65,False
6394,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,3996,0,48-72 mois,60-90$,Two Year,4596.349999999999,False
101,1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,3434,0,24-48 mois,60-90$,Month-to-Month,4098.400000000001,False
259,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,726,0,12-24 mois,60-90$,Month-to-Month,1288.0,False
1146,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2218,1,24-48 mois,60-90$,Month-to-Month,2662.2,False
890,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1179,0,48-72 mois,0-30$,Two Year,1729.0,False
3145,1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,4801,0,48-72 mois,90+$,One Year,5715.9,False
1054,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,4956,0,48-72 mois,90+$,One Year,5996.3,False
4116,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1917,1,0-12 mois,60-90$,Month-to-Month,230.85000000000002,False
1909,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,2347,0,12-24 mois,0-30$,One Year,252.85,False
3942,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,951,1,12-24 mois,90+$,Month-to-Month,1538.4,False
203,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,1170,0,0-12 mois,30-60$,Month-to-Month,176.10000000000002,False
1435,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,4469,0,24-48 mois,0-30$,Month-to-Month,503.74999999999994,False
56,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1463,0,24-48 mois,60-90$,Month-to-Month,1935.0,False
455,0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,5080,0,12-24 mois,0-30$,Month-to-Month,598.5,False
